Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
565,Pan African Medical Journal,African Journal Online (AJOL),Uganda,,English,Medicine and Health,1,1,1,40,1,43,0,,1,0.53,1,1,1,0,1,1,
566,Uganda Journal,African Journal Online (AJOL),Uganda,Uganda Society,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
567,Uganda Journal of Agricultural Sciences,African Journal Online (AJOL),Uganda,National Agricultural Research Organisation,English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,1,
568,Journal of Science and Technology (Zambia),African Journal Online (AJOL),Zambia,University of Zambia Press.,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
569,Medical Journal of Zambia,African Journal Online (AJOL),Zambia,Zambia Medical Association,English,Medicine and Health,1,1,1,7,0,,0,,0,,1,0,1,0,1,1,
570,African Journal of Social Work,African Journal Online (AJOL),Zimbabwe,National Association of Social Workers (Zimbabwe),English,Social Sciences and Humanities,0,,1,13,1,7,0,,1,0.57,1,1,1,0,1,1,
571,Central African Journal of Medicine,African Journal Online (AJOL),Zimbabwe,University of Zimbabwe,English,Medicine and Health,1,1,0,,1,27,0,,0,,0,0,1,0,1,1,
572,JASSA: Journal of Applied Science in Southern Africa,African Journal Online (AJOL),Zimbabwe,"School of Social Work, Harare",English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
573,Journal of Social Development in Africa,African Journal Online (AJOL),Zimbabwe,"School of Social Work, Harare",English,Social Sciences and Humanities,0,,0,,1,14,0,,0,,0,0,1,0,1,1,
574,"Southern Africa Journal of Education, Science and Technology",African Journal Online (AJOL),Zimbabwe,Bindura University of Science Education (BUSE),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
575,Transactions of the Zimbabwe Scientific Association,African Journal Online (AJOL),Zimbabwe,Zimbabwe Scientific Association,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
576,Zambezia: The Journal of Humanities of the University of Zimbabwe,African Journal Online (AJOL),Zimbabwe,University of Zimbabwe,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
577,Zimbabwe Journal of Educational Research,African Journal Online (AJOL),Zimbabwe,University of Zimbabwe,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
578,Zimbabwe Journal of Technological Sciences,African Journal Online (AJOL),Zimbabwe,Bulawayo: National University of Science and Technology,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,1,
579,Zimbabwe Science News,African Journal Online (AJOL),Zimbabwe,Zimbabwe Scientific Association,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
580,Zimbabwe Veterinary Journal,African Journal Online (AJOL),Zimbabwe,Zimbabwe Veterinary Association,English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,1,
581,ACCORD Occasional Paper,SABINET Journal repository,South Africa,ACCORD,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
582,The Accountant,SABINET Journal repository,South Africa,South African Institute of Professional Accountants (SAIPA),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
583,Acta Academica,SABINET Journal repository,South Africa,University of the Free State,English,Social Sciences and Humanities,0,,0,,1,12,0,,0,,0,0,1,0,1,0,
584,Acta Classica : Proceedings of the Classical Association of South Africa,SABINET Journal repository,South Africa,Classical Association of South Africa (CASA),English,Social Sciences and Humanities,0,,1,3,0,,0,,0,,0,0,0,0,1,0,
585,Acta Commercii,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,1,17,0,,0,,0,,0,0,1,1,1,0,
586,Acta Criminologica : African Journal of Criminology & Victimology,SABINET Journal repository,South Africa,Criminological Society of Africa (CRIMSA),English,Social Sciences and Humanities,0,,1,8,0,,0,,0,,0,0,0,0,1,0,
587,Acta Germanica : German Studies in Africa,SABINET Journal repository,South Africa,Association for German Studies in Southern Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
588,Acta Juridica,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,0,
589,Acta Patristica et Byzantina,SABINET Journal repository,South Africa,Taylor & Francis,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,0,0,
590,Acta Structilia : Journal for the Physical and Development Sciences,SABINET Journal repository,South Africa,University of the Free State,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
591,Advocate,SABINET Journal repository,South Africa,SA Bar,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,0,
592,"AFFRIKA Journal of Politics, Economics and Society",SABINET Journal repository,Nigeria,Adonis & Abbey Publishers,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
593,AFMA Matrix,SABINET Journal repository,South Africa,Plaas Media,English,Social Sciences and Humanities,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
594,Africa Conflict Monitor,SABINET Journal repository,South Africa,In On Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
595,Africa Conflict Monthly Monitor,SABINET Journal repository,South Africa,In On Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
596,Africa Country Benchmark Report (ACBR),SABINET Journal repository,South Africa,In On Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
597,Africa Dialogue Monograph Series,SABINET Journal repository,South Africa,ACCORD,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
598,Africa Education Review,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,20,1,12,0,,1,0.54,0,0,1,0,1,0,
599,Africa Institute Occasional Paper,SABINET Journal repository,South Africa,Human Sciences Research Council (HSRC),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
600,Africa Journal of Comparative Constitutional Law,SABINET Journal repository,Kenya," Philippa van Aardt
",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
601,Africa Journal of Nursing and Midwifery ,SABINET Journal repository,South Africa,UNISA Press,English,Medicine and Health,0,1,1,9,1,10,0,,1,0.18,0,0,1,0,1,0,
602,Africa Journal of Public Sector Development and Governance,SABINET Journal repository,South Africa,African Management Development Institutes' Network (AMDIN),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
603,Africa Nazarene University Law Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
604,Africa's Public Service Delivery and Performance Review,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,1,14,0,,0,,0,,0,0,0,0,1,0,
605,Africa Growth Agenda,SABINET Journal repository,South Africa,AfricaGrowth Institute,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
606,African Entomology,SABINET Journal repository,South Africa,Entomological Society of South Africa (ESSA),English,Science and Technology,0,,1,13,1,34,1,<0.1,1,0.54,0,0,1,0,1,0,
607,African Evaluation Journal,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,0,0,,1,8,0,,0,,0,0,1,1,1,0,
608,African Finance Journal,SABINET Journal repository,South Africa,AfricaGrowth Institute,English,Business and Finance,0,,0,,1,6,0,,0,,0,0,1,0,1,0,
609,African Historical Review,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,1,8,0,,0,,0,0,1,1,0,0,
610,African Human Rights Law Journal,SABINET Journal repository,South Africa,Pretoria University Law Press (PULP),English,Social Sciences and Humanities,0,,1,9,1,3,0,,0,,0,0,1,1,1,0,
611,African Invertebrates,SABINET Journal repository,South Africa,ARC Plant Protection Research Institute,English,Science and Technology,0,,0,,1,16,0,,0,,1,1,1,0,1,0,
612,African Journal for Physical Activity and Health Sciences (AJPHES),SABINET Journal repository,South Africa,AFAHPER-SD,English,Medicine and Health,0,0,1,6,0,,0,,0,,0,0,0,0,1,0,
613,"African Journal for Physical Health Education, Recreation and Dance",SABINET Journal repository,South Africa,AFAHPER-SD,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,0,
614,African Journal of Business and Economic Research,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Business and Finance,0,,1,14,1,9,0,,1,0.22,0,0,1,0,1,0,
615,African Journal of Career Development,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,1,0,
616,African Journal of Democracy and Election Research,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
617,African Journal of Democracy and Governance,SABINET Journal repository,South Africa,"Institute for Democracy, Governance, Peace and Development in Africa",English,Social Sciences and Humanities,0,,1,5,0,,0,,0,,0,0,1,0,1,0,
618,"African Journal of Development Studies (formerly AFFRIKA Journal of Politics, Economics and Society)",SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
619,African Journal of Disability,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,1,1,1,25,1,13,0,,1,1.23,0,0,1,1,1,0,
620,African Journal of Employee Relations,SABINET Journal repository,South Africa,UNISA Press,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
621,African Journal of Farm Child and Youth Development,SABINET Journal repository,South Africa,Children-In-Agriculture Programme (CIAP),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
622,"African Journal of Gender, Society and Development (formerly Journal of Gender, Information and Development in Africa)",SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
623,African Journal of Herpetology,SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,0,,1,20,1,<0.1,0,,0,0,1,1,0,0,
624,The African Journal of Information and Communication,SABINET Journal repository,South Africa,University of the Witwatersrand,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
625,African Journal of Inter/Multidisciplinary Studies,SABINET Journal repository,South Africa,Durban University of Technology (DUT),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
626,African Journal of Laboratory Medicine,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,1,1,1,16,1,14,0,,1,0.36,0,0,1,1,1,0,
627,African Journal of Peace and Conflict Studies (formerly Ubuntu : Journal of Conflict and Social Transformation),SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
628,African Journal of Primary Health Care and Family Medicine,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,1,,1,27,0,,1,0.94,0,0,1,1,1,0,
629,African Journal of Psychological Assessment,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,1,1,0,
630,African Journal of Public Affairs,SABINET Journal repository,South Africa,African Consortium of Public Administration (ACPA),English,Social Sciences and Humanities,0,,1,11,0,,0,,0,,1,0,1,0,1,0,
631,African Journal of Religion Philosophy and Culture,SABINET Journal repository,Zimbabwe,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,0,
632,"African Journal of Research in Mathematics, Science and Technology Education",SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,1,14,1,18,0,,1,0.57,0,0,1,1,0,0,
633,African Journal of Rhetoric,SABINET Journal repository,South Africa,African Association for Rhetoric,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
634,"African Journal of Science, Technology, Innovation and Development",SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,1,25,1,19,0,,1,0.74,0,0,1,1,0,0,
635,African Journal of Sociological and Psychological Studies,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
636,African Journal of Terrorism and Insurgency Research,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
637,African Journal of Thoracic and Critical Care Medicine,SABINET Journal repository,South Africa,South African Medical Association NPC,English,Medicine and Health,0,1,1,7,0,,0,,1,0.28,1,1,1,0,1,0,
638,African Journal of Wildlife Research,SABINET Journal repository,South Africa,Southern African Wildlife Management Association (SAWMA),English,Science and Technology,0,,0,,1,35,1,<0.1,1,0.62,0,0,1,0,1,0,
639,African Markets Overview,SABINET Journal repository,South Africa,AfricaGrowth Institute,English,Business and Finance,0,,0,,0,,0,,0,,1,0,1,0,1,0,
640,African Multidisciplinary Tax Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
641,African Natural History,SABINET Journal repository,South Africa,Iziko Museums,English,Science and Technology,0,,0,,1,9,0,,0,,0,0,1,0,1,0,
642,African Performance Review,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,0,0,
643,African Plant Protection,SABINET Journal repository,South Africa,ARC Plant Protection Research Institute,English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,0,
644,African Population Studies,SABINET Journal repository,South Africa,Union for African Population Studies,English,Social Sciences and Humanities,1,,1,12,0,,0,,0,,0,0,1,0,1,0,
645,African Printer,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,0,0,
646,African Renaissance,SABINET Journal repository,South Africa, Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,1,10,1,6,0,,1,0.18,0,0,1,1,0,0,
647,African Review,SABINET Journal repository,Tanzania,Chuo Kikuu cha Dar es Salaam,English,Social Sciences and Humanities,0,,1,9,0,,0,,0,,0,0,1,0,1,0,
648,African Security Review,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,13,1,13,0,,1,0.9,0,0,1,1,0,0,
649,African Urology,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,1,1,9,0,,0,,0,,1,1,1,1,0,0,
650,African Vision and Eye Health,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,1,11,1,9,0,,1,0.47,0,0,1,1,1,0,
651,African Yearbook of Rhetoric,SABINET Journal repository,South Africa,AfricaRhetoric Publishing,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
652,African Yearbook on International Humanitarian Law,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
653,Africanus,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,0,0,
654,Agbiz Grain,SABINET Journal repository,South Africa,Plaas Media,English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
655,Agrekon,SABINET Journal repository,South Africa,Taylor & Francis,English,Agriculture,0,,1,15,1,30,1,<0.1,1,0.72,0,0,1,1,0,0,
656,Agricultural Journal of South Africa,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
657,Agricultural Journal of the Cape of Good Hope,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
658,Agricultural Journal of the Union of South Africa,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
659,Agriprobe,SABINET Journal repository,South Africa,Western Cape Department of Agriculture,English,Agriculture,0,,1,4,0,,0,,0,,1,0,1,0,1,0,
660,Agroanimalia,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,0,
661,Agrochemophysica,SABINET Journal repository,South Africa, Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,0,
662,Akroterion,SABINET Journal repository,South Africa, University of Stellenbosch,English and Afrikaans,Social Sciences and Humanities,0,,0,,1,1,0,,0,,0,0,1,0,1,0,
663,Alternation,SABINET Journal repository,South Africa,Centre for the Study of Southern African Literature and Languages,English and IsiZulu,Social Sciences and Humanities,0,,1,9,0,,0,,0,,1,0,1,0,1,0,
664,Analytical Reporter,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
665,Annals of the Ditsong National Museum of Natural History,SABINET Journal repository,South Africa,Northern Flagship Institute,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
666,Annals of the Natal Museum,SABINET Journal repository,South Africa,Council of the Natal Museum,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
667,Annals of the Transvaal Museum,SABINET Journal repository,South Africa,Northern Flagship Institute,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
668,Annual Proceedings of the South African Statistical Association Conference,SABINET Journal repository,South Africa,South African Statistical Association (SASA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
669,Annual Survey of South African Law,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
670,Arms Control : Africa,SABINET Journal repository,South Africa, Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
671,Ars nova,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,0,0,
672,Article 19,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
673,Article 40,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
674,Auditing SA,SABINET Journal repository,South Africa,South African Statistical Association (SASA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
675,BER : Architects and Quantity Surveyors' Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
676,BER : Building and Construction : Full Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
677,BER : Building Contractors' Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
678,BER : Building Sub-Contractors' Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
679,BER : Capital Goods Industries Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
680,BER : Consumer Confidence Survey,SABINET Journal repository,South Africa, Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
681,BER : Consumer Goods Industries Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
682,BER : Economic Prospects : An Executive Summary,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
683,BER : Economic Prospects : Full Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
684,BER : Intermediate Goods Industries Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
685,BER : Manufacturing Survey : Full Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
686,BER : Motor Trade Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
687,BER : Retail Sector Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
688,BER : Retail Survey : Full Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
689,BER : Survey of Business Conditions in Building and Construction : An Executive Summary,SABINET Journal repository,South Africa, Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
690,BER : Survey of Business Conditions in Manufacturing : An Executive Summary,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
691,BER : Survey of Business Conditions in Retail : An Executive Summary,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
692,BER : Trends : Full Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
693,BER : Wholesale Sector Survey,SABINET Journal repository,South Africa,Bureau for Economic Research (BER),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
694,"Boleswa Journal of Theology, Religion and Philosophy",SABINET Journal repository,Botswana,University of Botswana,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
695,Boleswa Occasional Papers in Theology and Religion,SABINET Journal repository,Botswana,University of Botswana,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
696,Bothalia - African Biodiversity & Conservation,SABINET Journal repository,South Africa,South African National Biodiversity Institute,English,Science and Technology,0,,1,12,0,,0,,0,,1,1,0,0,1,0,
697,Botswana Institute of Administration & Commerce Journal,SABINET Journal repository,Botswana,Botswana Institute of Administration & Commerce,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
698,Botswana Law Journal,SABINET Journal repository,Botswana,University of Botswana,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
699,Botswana notes & Records,SABINET Journal repository,Botswana,The Botswana Society,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
700,Building Women,SABINET Journal repository,South Africa,Dihana Publishing,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
701,Bulletin of Statistics,SABINET Journal repository,South Africa,Statistics SA,English,Business and Finance,0,,0,,0,,0,,0,,1,0,1,0,1,0,
702,Business & Social Sciences Journal,SABINET Journal repository,South Africa,Research Excellence Institute (REI),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
703,Business Management Review,SABINET Journal repository,Tanzania,University of Dar-es-Salaam,English,Business and Finance,0,,1,15,0,,1,<0.1,0,,1,1,1,0,1,0,
704,Business Tax and Company Law Quarterly,SABINET Journal repository,South Africa, Siber Ink,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
705,Cabo,SABINET Journal repository,South Africa,Historical Society of Cape Town (HSCT),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
706,Cardiovascular Journal of Africa,SABINET Journal repository,South Africa,Clinics Cardive Publishing,English,Medicine and Health,1,1,1,19,1,39,1,0.2,1,0.43,0,0,1,0,1,0,
707,Cardiovascular Journal of South Africa,SABINET Journal repository,South Africa,Clinics Cardive Publishing,English,Medicine and Health,0,1,1,,0,,0,,0,,0,0,0,0,1,0,
708,Child Abuse Research in South Africa,SABINET Journal repository,South Africa,South African Society on the Abuse of Children (SAPSAC),English and Afrikaans,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
709,CHIPS,SABINET Journal repository,South Africa,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
710,CIGFARO Journal (Chartered Institute of Government Finance Audit and Risk Officers),SABINET Journal repository,South Africa,"Chartered Institute of Government Finance, Audit & Risk Officers (CIGFARO)",English,Business and Finance,0,,1,2,0,,0,,0,,0,0,0,0,1,0,
711,Civil Engineer in South Africa,SABINET Journal repository,South Africa, South African Institution Of Civil Engineering (SAICE),English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
712,Civil Engineering = Siviele Ingenieurswese,SABINET Journal repository,South Africa,South African Institution Of Civil Engineering (SAICE),English,Science and Technology,0,,1,8,1,4,0,,0,,0,0,0,0,1,0,
713,Clean Air Journal = Tydskrif vir Skoon Lug,SABINET Journal repository,South Africa,National Association for Clean Air (NACA),English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,0,
714,Climate Summary of South Africa,SABINET Journal repository,South Africa, South African Weather Service,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
715,CME : Your SA Journal of CPD,SABINET Journal repository,South Africa,South African Medical Association NPC,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,0,0,1,0,
716,Coatings SA,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
717,Codicillus,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
718,Commonwealth Youth and Development,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
719,Communicare : Journal for Communication Sciences in Southern Africa,SABINET Journal repository,South Africa,University of Johannesburg,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
720,Communicatio : South African Journal of Communication Theory and Research,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
721,Comparative and International Law Journal of Southern Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
722,Comparative and International Law Journal of Southern Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
723,Conflict Trends,SABINET Journal repository,South Africa,ACCORD,English,Social Sciences and Humanities,0,,1,10,0,,0,,0,,0,0,1,0,1,0,
724,Conspectus : The Journal of the South African Theological Seminary,SABINET Journal repository,South Africa,South African Theological Seminary (SATS),English,Social Sciences and Humanities,0,,1,5,0,,0,,0,,1,0,0,0,1,0,
725,The Constitution,SABINET Journal repository,Nigeria,"Centre for Constitutionalism and Demilitarisation, Nigeria",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
726,Constitutional Court Review,SABINET Journal repository,South Africa,NISC (Pty) Ltd,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
