Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
727,CPEEL Mongraph Series,SABINET Journal repository,South Africa,"Centre for Petroleum, Energy Economics & Law (CPEEL)",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
728,Crime Research in South Africa,SABINET Journal repository,South Africa,Criminological and Victimological Society of Southern Africa (CRIMSA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
729,Critical Arts : A Journal of South-North Cultural and Media Studies,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
730,Critical Studies in Teaching and Learning (CriSTaL),SABINET Journal repository,South Africa,Critical Studies in Teaching and Learning,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
731,CSIR Science Scope,SABINET Journal repository,South Africa,Council for Scientific and Industrial Research (CSIR),English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,0,
732,Culna,SABINET Journal repository,South Africa,National Museum,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
733,Curationis,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,1,1,1,21,1,24,0,,0,,0,0,1,1,1,0,
734,Current Allergy & Clinical Immunology,SABINET Journal repository,South Africa,Allergy Society of South Africa (ALLSA),English,Medicine and Health,0,1,1,4,1,11,0,,0,,1,0,1,0,1,0,
735,Dairy Mail Africa : Publication for the Dairy Industry in Africa,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,0,
736,The Dairy Mail,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English and Afrikaans,Science and Technology,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
737,De Arte,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
738,De Jure,SABINET Journal repository,South Africa,University of Pretoria,English and Afrikaans,Social Sciences and Humanities,0,,1,1,0,,0,,0,,1,1,1,0,1,0,
739,De Rebus,SABINET Journal repository,South Africa,Law Society of South Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
740,DealMakers : South Africa's Corporate Finance Magazine,SABINET Journal repository,South Africa,JetBlue Publishers (Pty) Ltd,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
741,Dental Materials & Device Register,SABINET Journal repository,South Africa,Midentistry CC,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
742,Development Finance Agenda (DEFA),SABINET Journal repository,South Africa,Chartered Institute of Development Finance (CIDEF),English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
743,Diabetes Lifestyle,SABINET Journal repository,South Africa,,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
744,Die Kerkblad,SABINET Journal repository,South Africa,Gereformeerde Kerke Suid Afrika (GKSA),Afrikaans,Social Sciences and Humanities,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
745,Die Rooi Ras,SABINET Journal repository,South Africa,Plaas Media,English and Afrikaans,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
746,Dinteria,SABINET Journal repository,South Africa,Kuiseb Verlag,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
747,Discourse,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,1,17,0,,1,<0.1,1,1.53,1,0,0,0,1,0,
748,DIY Trade News,SABINET Journal repository,South Africa,New Media,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
749,Durban Museum novitates,SABINET Journal repository,South Africa,Durban Natural Science Museum,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
750,Dutch Reformed Theological Journal = Nederduitse Gereformeerde Teologiese Tydskrif,SABINET Journal repository,South Africa,University of Stellenbosch,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
751,East African Geographical Review,SABINET Journal repository,South Africa,African Geographical Review,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,0,0,
752,Economic History of Developing Regions,SABINET Journal repository,South Africa,Taylor & Francis,English,Business and Finance,0,,0,,1,18,0,,0,,0,0,1,1,0,0,
753,Ecquid novi,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,1,<0.1,0,,0,0,1,0,1,0,
754,Educare,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
755,Education as Change,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,14,1,18,1,<0.1,1,0.3,0,0,1,0,1,0,
756,Educor Multidisciplinary Journal,SABINET Journal repository,South Africa, Educor Holdings (EH),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
757,Egyptian Journal of Immunology,SABINET Journal repository,Egypt,Egyptian Association of Immunologists,English,Medicine and Health,0,1,1,10,1,19,0,,0,,0,0,1,0,1,0,
758,Ekklesiastikos Pharos,SABINET Journal repository,Egypt,Institute for Afro-Hellenic studies,English and French,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
759,Emergency Services SA,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,0,
760,Emergency Services SA / Occupational Risk,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,0,
761,Enterprise Risk,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
762,Environmental Management,SABINET Journal repository,South Africa,,English,Science and Technology,0,,1,47,0,,1,1.1,1,1.11,0,0,0,0,1,0,
763,Ergonomics SA : Journal of the Ergonomics Society of South Africa,SABINET Journal repository,South Africa,Ergonomics Society of South Africa,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,0,
764,ESR Review : Economic and Social Rights in South Africa,SABINET Journal repository,South Africa,Dullah Omar Institute,English,Business and Finance,0,,0,,0,,0,,0,,1,0,0,0,1,0,
765,Evidence Based Summaries in Dentistry,SABINET Journal repository,South Africa,Midentistry CC,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
766,Familia,SABINET Journal repository,South Africa,Genealogical Society of South Africa (GSSA),English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,1,0.5,0,,0,0,1,0,1,0,
767,FarmBiz,SABINET Journal repository,South Africa,Plaas Media,English,Business and Finance,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
768,Farmer's Weekly,SABINET Journal repository,South Africa,Caxton Magazines,English,Science and Technology,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
769,Farming in South Africa,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,0,
770,Farmlink,SABINET Journal repository,South Africa,Plaas Media,English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
771,Farmlink Africa,SABINET Journal repository,South Africa,Plaas Media,English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
772,Finweek,SABINET Journal repository,South Africa,New Media,English,Business and Finance,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
773,Focus on Arms in Africa,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
774,Food Manufacturing Africa,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
775,French Studies in Southern Africa,SABINET Journal repository,South Africa,Association for French Studies in Southern Africa (AFSSA),English and French,Social Sciences and Humanities,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
776,Frontshop,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,0,
777,Fundamina : A Journal of Legal History,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
778,Gender Questions,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
779,Ghanaian Journal of Economics,SABINET Journal repository,Ghana,Porthologos Press,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
780,Global Media Journal - African Edition,SABINET Journal repository,South Africa,University of Stellenbosch,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,0,
781,Graphix,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,0,
782,Historia,SABINET Journal repository,South Africa,Historical Association of South Africa (HASA),English,Social Sciences and Humanities,0,,1,,0,,0,,1,0.26,0,0,1,0,1,0,
783,HR Future,SABINET Journal repository,South Africa,Osgard Media,English,Business and Finance,0,,1,4,0,,0,,0,,0,0,1,0,1,0,
784,HR Highway,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
785,HTS : Theological Studies,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,1,20,0,,0,,0,0,1,1,1,0,
786,Human Capital Management,SABINET Journal repository,South Africa,,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
787,IFE PsychologIA : An International Journal,SABINET Journal repository,South Africa, IFE Centre for Psychological Studies (ICPS),English,Medicine and Health,0,0,1,9,0,,0,,0,,0,0,0,0,1,0,
788,iilwandle zethu : Journal of Ocean Law and Governance in Africa,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
789,Image & Text : a Journal for Design,SABINET Journal repository,South Africa,University of Pretoria,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
790,Imbizo : International Journal of African Literary and Comparative Studies,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
791,IMFO : Official Journal of the Institute of Municipal Finance Officers,SABINET Journal repository,South Africa,,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
792,IMIESA,SABINET Journal repository,South Africa, Novus Print (Pty) Ltd t/a 3S Media,English,Science and Technology,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
793,In die Skriflig,SABINET Journal repository,South Africa,AOSIS,English and Afrikaans,Social Sciences and Humanities,0,,1,12,0,,0,,0,,0,0,1,1,0,0,
794,The Independent Journal of Teaching and Learning,SABINET Journal repository,South Africa,Independent Institute of Education,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
795,Indicator South Africa,SABINET Journal repository,South Africa,University of KwaZulu-Natal,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
796,Indilinga African Journal of Indigenous Knowledge Systems,SABINET Journal repository,South Africa,UZ Foundation,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,0,
797,Injury and Safety Monitor,SABINET Journal repository,South Africa,UNISA Press,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,0,0,1,0,
798,Innovation : journal of appropriate librarianship and information work in Southern Africa,SABINET Journal repository,South Africa,University of KwaZulu-Natal,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
799,Inside Mining,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Science and Technology,0,,1,,0,,0,,0,,0,0,1,0,1,0,
800,Institute for Security Studies Monographs,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
801,Institute for Security Studies Papers,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
802,Institute of African Studies Research Review,SABINET Journal repository,South Africa,Institute of African Studies,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
803,Interdisciplinary Journal of Education Research,SABINET Journal repository,South Africa,Education Research and Rural Community Development Forum,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
804,Interim : Interdisciplinary Journal,SABINET Journal repository,South Africa,"Central University of Technology, Free State",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
805,International Journal for Religious Freedom,SABINET Journal repository,South Africa,International Institute for Religious Freedom,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
806,International Journal of African Renaissance Studies,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,1,7,0,,0,,0,0,1,1,0,0,
807,International Journal of Educational Development in Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
808,International Retail and Marketing Review,SABINET Journal repository,South Africa,MC Cant,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
809,International Review of Philanthropy and Social Investment,SABINET Journal repository,South Africa,Centre on African Philanthropy and Social Investment (CAPSI),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
810,International SportMed Journal,SABINET Journal repository,South Africa,International Federation of Sports Medicine,English,Medicine and Health,0,1,0,,1,16,0,,0,,0,0,1,0,1,0,
811,Investment Analysts Journal,SABINET Journal repository,South Africa,Taylor & Francis,English,Business and Finance,0,,0,,1,20,1,<0.1,1,0.36,0,0,1,1,0,0,
812,ISS Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
813,ISS Central Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
814,ISS East Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
815,ISS North Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
816,ISS Peace and Security Council Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,1,2,0,,0,,0,,0,0,0,0,1,0,
817,ISS Southern Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
818,ISS West Africa Report,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
819,Jamba : Journal of Disaster Risk Studies,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,1,28,1,21,0,,0,,0,0,1,1,1,0,
820,Journal for Christian Scholarship = Tydskrif vir Christelike Wetenskap,SABINET Journal repository,South Africa,Vereniging vir Christelike Hoër Onderwys,English and Afrikaans,Social Sciences and Humanities,0,,1,4,0,,0,,0,,0,0,0,0,1,0,
821,Journal for Contemporary History,SABINET Journal repository,South Africa,University of the Free State,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,0,
822,Journal for Estate Planning Law,SABINET Journal repository,South Africa,University of the Free State,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
823,Journal for Language Teaching = Ijenali Yekufundzisa Lulwimi = Tydskrif vir Taalonderrig,SABINET Journal repository,South Africa,South African Association for Language Teaching (SAALT),English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
824,Journal for New Generation Sciences,SABINET Journal repository,South Africa,"Central University of Technology, Free State",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
825,Journal for Semitics,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,0,0,1,0,
826,Journal of African Education,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,0,0,
827,Journal of African Elections,SABINET Journal repository,South Africa,Electoral Institute for Sustainable Democracy in Africa (EISA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
